"","logFC","AveExpr","t","P.Value","adj.P.Val","B","deltaBeta","CpG"
"cg21398435",3.04386168103155,3.20167861524645,18.6936217709868,6.18003703856654e-08,1.26591260733236e-07,9.11702454377642,0.144458470861556,"cg21398435"
"cg04662943",3.40155095081594,3.17463174847403,18.6888204899694,6.19261151675839e-08,1.26804317111442e-07,9.11492389977574,0.112817938389131,"cg04662943"
"cg10719247",3.2057903426249,3.04383939951646,18.6663441471233,6.25185946159168e-08,1.2781164319262e-07,9.10508215297011,-0.13448147751221,"cg10719247"
"cg01423776",4.35557907386489,4.61650934125799,18.6602346133665,6.26807394851891e-08,1.28086165619576e-07,9.10240469449296,-0.121664111225062,"cg01423776"
"cg17700620",3.63677392914289,3.67757325367151,18.6601939051914,6.26818214459193e-08,1.28087801437818e-07,9.10238685117783,-0.105086311737782,"cg17700620"
"cg26559689",2.76955645618163,2.88653401589584,18.6563362198029,6.27844478757658e-08,1.28260656287597e-07,9.10069574471413,0.154347035902039,"cg26559689"
"cg04074353",3.19301076727349,2.98299977469633,18.6561709591354,6.27888485298802e-08,1.28268677716997e-07,9.10062329019411,0.112085547981206,"cg04074353"
"cg19035395",2.97733543044539,2.94730130710189,18.6561675950308,6.27889381147436e-08,1.28268677716997e-07,9.1006218152769,0.125025466310779,"cg19035395"
"cg00604188",2.74345805489461,2.73928297963476,18.65449245815,6.2833564199188e-08,1.28346591472521e-07,9.09988735200109,-0.144336721029834,"cg00604188"
"cg12600134",-4.76043991339902,-5.01396152194438,-18.6518544125626,6.29039145421657e-08,1.28465498443853e-07,9.09873055363381,-0.103817954958237,"cg12600134"
"cg06448573",2.9845300879212,2.9981689061448,18.6455594514244,6.307214312668e-08,1.28747243830692e-07,9.09596944455639,0.124668898613446,"cg06448573"
"cg03555190",3.38464226517272,3.60666803014691,18.6407607190753,6.32007248735037e-08,1.2896228187654e-07,9.09386392127917,-0.113141397213024,"cg03555190"
"cg26146455",2.50447973998474,2.49805720328012,18.639165474654,6.32435344241544e-08,1.29033436323566e-07,9.09316384850144,-0.110339783228584,"cg26146455"
"cg00295426",3.13871548560403,3.19097467575639,18.6327751014013,6.34153510536261e-08,1.293318045304e-07,9.09035876910359,0.146789125675431,"cg00295426"
"cg13772072",3.37363657664925,3.46410853460627,18.6157612792411,6.38753553893355e-08,1.30125339025731e-07,9.08288529170857,0.108519808305335,"cg13772072"
"cg00916432",3.02626967290642,3.04932922674168,18.6118063606027,6.39828200553189e-08,1.30306932414853e-07,9.08114697488524,-0.124089773852555,"cg00916432"
"cg11718677",-3.06164174867474,-3.15264609479619,-18.5903808629843,6.45685378291117e-08,1.31292399034426e-07,9.07172265592264,0.124954741397799,"cg11718677"
"cg01218350",2.638091185272,2.84854486376431,18.5448714589929,6.58327011349193e-08,1.33438427860473e-07,9.05166477060418,-0.109095558945887,"cg01218350"
"cg09304653",-4.6630062408697,-4.77679338941856,-18.5401050365833,6.59667007822036e-08,1.33663831657961e-07,9.04956086360031,-0.101148038651975,"cg09304653"
"cg18303581",3.86441285654112,4.03691580048264,18.5383994180663,6.60147255424624e-08,1.3374364220595e-07,9.04880785548172,0.106894658792308,"cg18303581"
"cg04887124",2.72831818704754,2.66399918403767,18.5353102122144,6.61018075244042e-08,1.33889669502719e-07,9.04744381689503,-0.147071395561486,"cg04887124"
"cg02199826",2.88655856964715,2.9176619696289,18.5335636620199,6.61510982185668e-08,1.33968414494015e-07,9.04667251666074,-0.10291546839186,"cg02199826"
"cg20493283",3.62039610132815,3.89825668445549,18.5312253921815,6.62171528030164e-08,1.34080336113385e-07,9.04563977929506,0.122656857637699,"cg20493283"
"cg09233651",-4.02120070117797,-4.0118338320661,-18.5131687887255,6.67297377125927e-08,1.34960322920568e-07,9.03765991712222,-0.117186113285801,"cg09233651"
"cg13170147",3.97465547070205,4.20163367834737,18.5131437709015,6.67304509895881e-08,1.34960565969001e-07,9.03764885488424,-0.125867429928495,"cg13170147"
"cg10397070",-3.42109687380222,-3.4853758646566,-18.5095028885372,6.68343464901903e-08,1.35135860090631e-07,9.03603877435956,0.131646078972857,"cg10397070"
"cg10493736",3.40628383678712,3.55711130335664,18.5090519240803,6.68472277412965e-08,1.35157101466705e-07,9.03583932333659,0.184689554285756,"cg10493736"
"cg21535606",-3.4888973221973,-3.63711345898123,-18.5031128832385,6.70171291917846e-08,1.35451276499216e-07,9.03321212383169,0.112455047092035,"cg21535606"
"cg02203680",2.73554821622656,2.80149470719849,18.4985442501496,6.7148156117807e-08,1.35679344230599e-07,9.03119050548057,0.119580651531829,"cg02203680"
"cg09456285",3.82854055633426,4.12037938671261,18.4976664327565,6.71733645191419e-08,1.35721241400683e-07,9.03080200849718,-0.110313205999525,"cg09456285"
"cg14934141",2.80261655865016,2.70538644713465,18.4922974119362,6.73277785278497e-08,1.35982540673046e-07,9.02842538973182,-0.115282306873277,"cg14934141"
"cg04102384",3.03787316240696,2.97510981941134,18.4791300027352,6.77081632374721e-08,1.36614974667641e-07,9.02259355678769,0.148543877422678,"cg04102384"
"cg07008168",3.58585425829431,3.4727893649238,18.4788888656075,6.77151517216633e-08,1.36627258123824e-07,9.02248671462319,-0.111325701976666,"cg07008168"
"cg13064897",2.63723693723008,2.71174240723205,18.4771344952283,6.77660201300185e-08,1.36715347083745e-07,9.02170934823245,0.126570221566548,"cg13064897"
"cg24914839",3.89091030548193,3.77992545749043,18.4742499595487,6.78497511244758e-08,1.36855757010454e-07,9.02043102537444,0.143172484922986,"cg24914839"
"cg19253831",3.67678088014839,3.90313733233969,18.4525710712953,6.84827607805569e-08,1.37913127133852e-07,9.01081666588015,0.109779048848973,"cg19253831"
"cg14882054",-2.67130373572435,-2.66128530010245,-18.4500580177718,6.85565676258376e-08,1.38039772101614e-07,9.00970134708125,0.107785489317164,"cg14882054"
"cg09261289",3.48589911819718,3.31295220760991,18.4465054051498,6.86610578858175e-08,1.38219588373517e-07,9.00812437543229,0.135871945852278,"cg09261289"
"cg02657865",4.43564722396709,4.49156356446026,18.4383100718927,6.89027826479384e-08,1.38619741041824e-07,9.00448526532922,-0.126816243359793,"cg02657865"
"cg24053811",2.57520492556615,2.77373488168122,18.4338813344458,6.90338071210853e-08,1.38838534363588e-07,9.0025179568724,-0.100899648659217,"cg24053811"
"cg09562045",-3.99081429199211,-4.07119521400719,-18.4220386098753,6.93855492201664e-08,1.39405485155657e-07,8.99725468815874,-0.204873581025044,"cg09562045"
"cg00121640",-4.00744216703877,-4.05895463944121,-18.4204750247146,6.94321394173761e-08,1.39482465499439e-07,8.99655950435731,0.131024642796328,"cg00121640"
"cg08681365",-3.54682577672122,-3.58003237955242,-18.4167048861677,6.9544622670873e-08,1.39668975675257e-07,8.99488299981511,0.103379439966339,"cg08681365"
"cg20875887",-3.72414456960247,-3.80762340320832,-18.4162637637934,6.95577970394035e-08,1.39689343711491e-07,8.99468681687222,0.108825482705257,"cg20875887"
"cg12486635",3.13926777560865,3.192876948467,18.4137006805633,6.96344003495505e-08,1.39815961266396e-07,8.99354681932183,-0.102253286273863,"cg12486635"
"cg22163011",3.83879525083068,3.67041036508352,18.3967639534775,7.01429751441614e-08,1.4066396039946e-07,8.98600937278361,-0.116224485280317,"cg22163011"
"cg02900017",-2.72847804207767,-2.73618179843753,-18.3966236580423,7.01472052793017e-08,1.40671203734048e-07,8.98594690438714,-0.105832206387779,"cg02900017"
"cg14334425",2.46099425848093,2.39253523943158,18.396556018167,7.01492448335456e-08,1.40674673921864e-07,8.98591678665125,-0.114144962325025,"cg14334425"
"cg13715761",-3.57706443495906,-3.7770727547023,-18.3965416716408,7.0149677434823e-08,1.40674921569875e-07,8.9859103986154,-0.287476607767913,"cg13715761"
"cg14031491",3.21864947217993,3.28306943581747,18.3891433110407,7.03731646078578e-08,1.41040435274123e-07,8.98261542063935,-0.148006354259307,"cg14031491"
"cg21779805",2.87326465801117,3.07195832834999,18.387006986274,7.04378464325928e-08,1.41155352023452e-07,8.98166370251543,0.131826276020956,"cg21779805"
"cg05224705",-4.30247015090696,-4.50576915645708,-18.3796748654853,7.06603496282775e-08,1.41539517658335e-07,8.9783963658315,0.106741754457252,"cg05224705"
"cg02746640",3.13185029092008,3.21334766705568,18.3737570708939,7.08405079079304e-08,1.41844647113083e-07,8.97575823327827,-0.166270952519332,"cg02746640"
"cg18818644",3.01495359219734,3.01810700509338,18.3625366518846,7.1183512226862e-08,1.42421790149267e-07,8.97075363836584,-0.226475584712777,"cg18818644"
"cg09027472",3.05745317867088,3.1873569134263,18.3624975959949,7.11847093991851e-08,1.4242355927276e-07,8.97073621255483,-0.229563082272304,"cg09027472"
"cg00159987",3.62039152249769,3.70914515181776,18.3624050192186,7.11875472266404e-08,1.42428610924352e-07,8.97069490683145,-0.138173431643666,"cg00159987"
"cg07733129",4.01337301032328,4.06657458396967,18.3623913935886,7.11879649143142e-08,1.4242882045387e-07,8.97068882735536,-0.103963916345846,"cg07733129"
"cg06611316",2.62064448127595,2.59229401459705,18.3619945565816,7.12001309829805e-08,1.42450656617928e-07,8.97051176465924,-0.130403858497379,"cg06611316"
"cg15454726",-5.45583821112957,-5.42140282938804,-18.3618768944085,7.12037386703905e-08,1.42457248275184e-07,8.97045926475959,-0.110895480210133,"cg15454726"
"cg27507704",-5.786870248389,-5.79397368837751,-18.3607030986933,7.12397401174567e-08,1.42517998697577e-07,8.96993550642375,-0.120740271599054,"cg27507704"
"cg00368636",-4.31551986457874,-4.46130581353037,-18.3606705022976,7.12407401715536e-08,1.4251937285466e-07,8.96992096108898,-0.103938277323935,"cg00368636"
"cg09666717",2.85584126556062,2.79960000669379,18.3557042488385,7.13932883560226e-08,1.4277120469622e-07,8.96770456113106,-0.137751222023118,"cg09666717"
"cg03770108",2.50042713214436,2.45697049328427,18.3526592192214,7.1487003493319e-08,1.42925328729922e-07,8.96634526171255,-0.111869343558736,"cg03770108"
"cg00400340",3.16903995670086,3.16853311623338,18.3524118107448,7.1494623898815e-08,1.42936188662873e-07,8.96623480780679,-0.124391431896557,"cg00400340"
"cg00355992",-3.73243310653615,-3.49514446236187,-18.3517033188101,7.15164511317712e-08,1.42970385960922e-07,8.96591849711867,0.144445309969141,"cg00355992"
"cg13169065",-3.36246551311741,-3.56013647916725,-18.3353328630327,7.20228790346802e-08,1.43821697845601e-07,8.95860605734742,0.171203691984056,"cg13169065"
"cg14204211",-3.97010955374916,-4.14899213717988,-18.3312653936919,7.21493309022599e-08,1.44031233415891e-07,8.95678806437659,0.110185535004753,"cg14204211"
"cg00883150",-4.47743110931873,-4.70736922363839,-18.3269647839816,7.22833015602511e-08,1.44251221269163e-07,8.95486538419833,-0.116531507295692,"cg00883150"
"cg04949226",3.47348049023006,3.57887036139463,18.3189247865104,7.25345086905609e-08,1.44659925460315e-07,8.95126959795681,0.156475235496677,"cg04949226"
"cg18603679",3.39853188131334,3.16481862496908,18.3132702353862,7.27117695711624e-08,1.44951196587104e-07,8.94873963177366,0.148343507202587,"cg18603679"
"cg02777068",4.30879587040402,4.36099562361255,18.3131101175445,7.2716796068312e-08,1.44960581947211e-07,8.94866797913886,0.125882156130955,"cg02777068"
"cg12851609",-3.96138144476528,-4.00265446937584,-18.3100816669443,7.28119400655896e-08,1.45118430337224e-07,8.9473126195444,-0.100087488412846,"cg12851609"
"cg06966817",4.9934678820375,5.34134892264867,18.2957927520288,7.3262737818539e-08,1.4588851427731e-07,8.94091439763784,0.104418797201353,"cg06966817"
"cg08267047",-4.35859601207592,-3.93921864117654,-18.271821937067,7.40260328223569e-08,1.47167635044238e-07,8.93016850691207,0.108607693735601,"cg08267047"
"cg19369775",-4.29193201742075,-4.45875429495808,-18.2716000012731,7.4033141383509e-08,1.47181124291203e-07,8.93006894276884,0.101541791360693,"cg19369775"
"cg16648297",-3.54712987378827,-3.75491566608226,-18.2573340930543,7.44916854129995e-08,1.47958291681305e-07,8.92366622452777,0.114637180191189,"cg16648297"
"cg21825071",-3.62546505497225,-3.62877563121509,-18.2564365641081,7.4520640656483e-08,1.4800456860351e-07,8.92326321842389,0.178672036083689,"cg21825071"
"cg02292024",-3.67211993813983,-3.66331444981993,-18.2558928659543,7.45381870772322e-08,1.48037087112907e-07,8.92301907790632,0.111368535970173,"cg02292024"
"cg23013931",-3.4275667266866,-3.38945697424663,-18.2558650084467,7.45390862293845e-08,1.48038226839888e-07,8.92300656864307,0.147814322204637,"cg23013931"
"cg00673286",-3.0691841758208,-3.22274019386671,-18.2557273803392,7.45435286074333e-08,1.48045757476388e-07,8.92294476717711,0.11541055512208,"cg00673286"
"cg22492273",-5.48898564809365,-5.65841671423309,-18.2539467656777,7.46010302908455e-08,1.48137977713686e-07,8.92214514162358,0.12952917082977,"cg22492273"
"cg07505049",3.58804790000049,3.77478312894668,18.2527067162815,7.46411047853941e-08,1.48203975248045e-07,8.92158821856444,0.108167639226199,"cg07505049"
"cg16194451",4.3123615019836,4.54736406580642,18.2502413844099,7.47208482616706e-08,1.48339011446635e-07,8.92048088093844,0.107871625781128,"cg16194451"
"cg15617609",3.78786548524581,4.05379933682866,18.2409277664762,7.50229691556294e-08,1.48847891672622e-07,8.91629605752934,-0.112061355063371,"cg15617609"
"cg21096548",2.93022405188247,2.8985720945155,18.2348539823076,7.52207320305576e-08,1.4918367670601e-07,8.91356570105593,0.122204152232202,"cg21096548"
"cg11743671",4.8919064404669,5.08509249499216,18.2287095221661,7.54213910029535e-08,1.49514527636562e-07,8.91080255656098,0.125403372155391,"cg11743671"
"cg03383661",-3.45534932914391,-3.60467653623242,-18.2227346142197,7.56170885896146e-08,1.49848952114908e-07,8.90811467769027,-0.12792980793066,"cg03383661"
"cg07037223",2.39672351958014,2.53885959041216,18.2218238748287,7.56469682245142e-08,1.49900984011461e-07,8.9077048864013,-0.135094216486342,"cg07037223"
"cg00336475",3.60293113449355,3.6151336521946,18.2179279285275,7.57749363558173e-08,1.50110771992444e-07,8.90595163381017,0.160162072774793,"cg00336475"
"cg03130180",-4.04637405188246,-3.85271432700865,-18.2153353127638,7.58602291493371e-08,1.50257963835932e-07,8.90478467739959,0.160076941089783,"cg03130180"
"cg00704126",-3.40805214798348,-3.56985733472956,-18.2147053822513,7.58809690762636e-08,1.50294000773108e-07,8.90450111325474,0.10860572304845,"cg00704126"
"cg09505136",2.66844427381592,2.67599041880633,18.2111445271357,7.59983268034424e-08,1.50482566187287e-07,8.90289798654034,0.120580995876727,"cg09505136"
"cg21217846",3.96961976477869,4.09811446014504,18.1998731472149,7.63711495630663e-08,1.51089966853311e-07,8.89782124677504,0.11139428182887,"cg21217846"
"cg05331636",4.11171232129324,4.42900365081827,18.1980535812025,7.6431527246971e-08,1.51189041629117e-07,8.89700137278583,-0.105607520055988,"cg05331636"
"cg03992054",-4.10490010800579,-4.24466481410424,-18.1971621748856,7.64611258337058e-08,1.51233129091506e-07,8.8965996832498,0.10833417414528,"cg03992054"
"cg23243856",2.75659591737924,2.86956163308137,18.1899536259199,7.67009538627843e-08,1.51641248411841e-07,8.89335054040215,0.158437708737475,"cg23243856"
"cg04636069",2.80584473862288,2.9028820069177,18.179046158455,7.70654498629351e-08,1.52241949424586e-07,8.88843147811039,0.176470184855928,"cg04636069"
"cg26853048",-4.70530023040787,-4.96382165466447,-18.1629683820892,7.76062687618362e-08,1.53139628289363e-07,8.88117479394705,0.118047964571567,"cg26853048"
"cg09411121",-3.90850177043773,-4.16809873009982,-18.1622473165146,7.76306232257693e-08,1.531794686112e-07,8.88084917675609,0.114503476671776,"cg09411121"
"cg26312353",3.03890449270186,3.21642675614405,18.1619650656878,7.76401587663726e-08,1.53195627127362e-07,8.88072171469137,0.10108759080902,"cg26312353"
"cg06455190",3.59514497517026,3.78610284862469,18.1581635715371,7.77687161814669e-08,1.53403397982227e-07,8.8790047805648,-0.10493005511844,"cg06455190"
"cg26931296",3.83769665956647,4.03188263012589,18.1500049397466,7.80454280143905e-08,1.53861865676343e-07,8.87531862563745,0.102153630500964,"cg26931296"
"cg18179002",-3.59531407849537,-3.78077677622321,-18.1491690482012,7.80738407712244e-08,1.53909212381339e-07,8.8749408584572,0.232821404271785,"cg18179002"
"cg06547867",2.83758877082688,2.86890043498959,18.147816594994,7.81198365185126e-08,1.53985210908384e-07,8.87432959946109,-0.101141208635851,"cg06547867"
"cg25865467",-2.94219080413936,-2.9377233434119,-18.1469333161573,7.81498924555283e-08,1.54031112496778e-07,8.87393036300904,0.144909227950143,"cg25865467"
"cg13701510",3.26128570910178,3.15271546174,18.1357217685795,7.85325242738119e-08,1.54653990594804e-07,8.86886096113164,-0.15323978222799,"cg13701510"
"cg06462347",-4.35185970673737,-4.45788555054377,-18.1289470670961,7.87647515464717e-08,1.55049590006651e-07,8.86579605271572,-0.175797226697703,"cg06462347"
"cg09180820",2.30097922959511,2.30268228457006,18.1287671710062,7.87709286165028e-08,1.55058396162711e-07,8.86571464971699,0.179340151844497,"cg09180820"
"cg13262831",2.98643235811628,3.07523117246335,18.1265332575612,7.88476794907766e-08,1.55175918460902e-07,8.86470372985404,-0.149318674773694,"cg13262831"
"cg03268463",3.78952358445248,3.83565943578314,18.1229612151967,7.89705789149616e-08,1.55379490333462e-07,8.86308697839495,0.111457627682344,"cg03268463"
"cg08488318",4.03868561652506,4.30200887169396,18.1223392015326,7.89920018174814e-08,1.55418281562666e-07,8.86280541143868,0.158990669264559,"cg08488318"
"cg26297493",3.24055757227428,3.26485100642039,18.1211941536953,7.90314556875289e-08,1.55484480367014e-07,8.86228705486691,0.134886571924132,"cg26297493"
"cg06689049",2.3336473615137,2.44011104829974,18.1125826955316,7.93288816762265e-08,1.55986686838265e-07,8.85838754625228,0.204507280290886,"cg06689049"
"cg05065037",-3.90564520578925,-3.85205725984564,-18.1090720662749,7.94504930832276e-08,1.56182094759125e-07,8.85679725207851,0.119485266184973,"cg05065037"
"cg25779935",2.52521431921011,2.51724783810336,18.106897192194,7.95259375503659e-08,1.56311155916036e-07,8.85581187750235,-0.112966044445697,"cg25779935"
"cg15005421",2.57257569093481,2.60173975183394,18.1028944194305,7.96650002383038e-08,1.56541417613122e-07,8.85399799401826,-0.108023067065213,"cg15005421"
"cg23724489",3.2292973121468,3.18778045913148,18.1013742127035,7.97178860474798e-08,1.56631135902679e-07,8.85330898689105,0.109302184577551,"cg23724489"
"cg21683593",-5.00104187419687,-5.29097243925789,-18.0957639955944,7.99133983700967e-08,1.56959714831867e-07,8.85076570501379,-0.140487854921911,"cg21683593"
"cg12805087",2.32081508801556,2.39187045645217,18.0933617670294,7.99972787529918e-08,1.57091245337567e-07,8.84967643756363,0.110024897639695,"cg12805087"
"cg21245122",2.95781714971843,2.94714491960093,18.0865901718284,8.02342592844915e-08,1.57485254749042e-07,8.84660506953985,0.133906046738202,"cg21245122"
"cg01378667",-2.98856239411266,-2.95674007066311,-18.0865452257531,8.02358348561449e-08,1.5748766807353e-07,8.84658467930101,0.27638973113787,"cg01378667"
"cg12106894",4.09301289496818,4.14331057651128,18.0865231820521,8.02366076043778e-08,1.57488505594469e-07,8.84657467893417,0.150728503385368,"cg12106894"
"cg23762487",-2.30113681893548,-2.31156331848226,-18.0864218060767,8.02401614755615e-08,1.57494122620875e-07,8.84652868843855,0.164425616962544,"cg23762487"
"cg15459887",3.67005856964736,3.73448058783338,18.0562795384856,8.13047085263711e-08,1.59237466198629e-07,8.83284172635876,-0.106118809738592,"cg15459887"
"cg02643668",2.73278479816004,2.71758402767173,18.0530983788243,8.14179795091497e-08,1.59406487799843e-07,8.83139576960688,-0.114830594292193,"cg02643668"
"cg01058368",3.08287645332606,3.0034358171536,18.0526017380599,8.14356792682382e-08,1.59432225173132e-07,8.83117000251235,0.106117181716118,"cg01058368"
"cg09920228",-3.65032816040375,-3.6526539752673,-18.047996532481,8.1600009600932e-08,1.59699672608551e-07,8.82907620580605,0.294794985818862,"cg09920228"
"cg24508471",2.45509610577317,2.56247768390476,18.0363224322015,8.20182517469117e-08,1.60398884241192e-07,8.82376585251083,0.137573817882938,"cg24508471"
"cg19163266",-3.79319105854014,-4.04956380291632,-18.0362267952831,8.20216879926562e-08,1.60404225754451e-07,8.82372233333403,0.166573539498199,"cg19163266"
"cg15725639",3.88407488319365,3.98422372859553,18.036179427218,8.20233899925781e-08,1.60406864946231e-07,8.82370077860203,0.209505474200997,"cg15725639"
"cg18098507",2.89883461358673,2.93188184588266,18.029609960311,8.22598239815159e-08,1.60801524129719e-07,8.82071075692633,-0.100118704010711,"cg18098507"
"cg26185531",-4.22451147015404,-4.49637662437407,-18.0221601501746,8.25288663000805e-08,1.61229800664087e-07,8.81731861320443,-0.129305377489861,"cg26185531"
"cg08348100",3.35515699020246,3.31862767587248,18.0106095579566,8.29479568187318e-08,1.61937318543224e-07,8.81205621291491,0.191048573387509,"cg08348100"
"cg23145493",3.02806087249707,3.42444881663976,18.0086746040467,8.30183958605875e-08,1.62054674800904e-07,8.81117429504641,0.127615559846032,"cg23145493"
"cg06183410",2.4509560927436,2.6160290748858,18.0085655550915,8.30223676168596e-08,1.62061732678218e-07,8.8111245893693,0.107102817497329,"cg06183410"
"cg01726065",2.552290572056,2.67686940850696,18.0049517680107,8.31541087232665e-08,1.62275044385197e-07,8.80947720033945,0.111043113045021,"cg01726065"
"cg03373091",-4.66511407719168,-4.75249442612649,-18.0041205542146,8.31844438775674e-08,1.62323802522241e-07,8.80909823018803,-0.102835138249151,"cg03373091"
"cg00040427",3.34896992901883,3.49113097163288,17.9955793566451,8.34968746868419e-08,1.62827020241316e-07,8.80520298562679,-0.107001674425138,"cg00040427"
"cg18516035",3.20097123287782,3.09731917296908,17.9902946040942,8.3690845785705e-08,1.6314409417557e-07,8.8027918417797,0.120358819574958,"cg18516035"
"cg11437784",-4.10825186910138,-4.11689777233864,-17.983465015165,8.39422670812353e-08,1.63548039910452e-07,8.79967472565486,-0.11309906223055,"cg11437784"
"cg13748845",2.80355041395249,2.94242367963679,17.9720930411541,8.43627906118368e-08,1.6424945517055e-07,8.79448153009845,0.136163868241607,"cg13748845"
"cg06673651",-3.61673566710866,-3.8287873372016,-17.970348250967,8.44275198325219e-08,1.6435697202146e-07,8.79368442552423,0.119746755944494,"cg06673651"
"cg22914057",3.86113171475885,3.94146165896244,17.96952416004,8.44581117843307e-08,1.64407010373358e-07,8.79330791149204,0.189231703105603,"cg22914057"
"cg17011709",-2.73975907619203,-2.80312389190626,-17.9683644480583,8.45011837310959e-08,1.64477157584526e-07,8.79277802555818,0.128595743814233,"cg17011709"
"cg20604336",-3.68517983578697,-3.74376443108585,-17.9639840809088,8.46640937890948e-08,1.64749861759687e-07,8.79077624728337,0.101146802705852,"cg20604336"
"cg25237720",-2.45714616090891,-2.60142081502006,-17.9618933032509,8.47419759268833e-08,1.64875330265267e-07,8.78982059735896,0.121591966252049,"cg25237720"
"cg06371346",3.2979821878029,3.17228439188712,17.961287913661,8.47645418751141e-08,1.64912571859953e-07,8.78954386396913,0.102039964575105,"cg06371346"
"cg27072212",3.69520578080872,3.74619670922117,17.9598896892269,8.48166865602044e-08,1.64998821227842e-07,8.78890467395003,0.184911610142964,"cg27072212"
"cg21224025",2.82485740038835,2.91745614168103,17.948657881745,8.52368670703701e-08,1.65671046982901e-07,8.78376814518206,0.107184330859263,"cg21224025"
"cg06755992",-3.00241523613271,-3.07402823893802,-17.9448369599225,8.53803388127724e-08,1.65898892541794e-07,8.78201996072362,0.179816574418719,"cg06755992"
"cg27409129",3.43153238809235,3.70741683493424,17.9363555623529,8.56997751192908e-08,1.66432883660554e-07,8.77813801691174,0.117165402959495,"cg27409129"
"cg10604528",-2.43881412239671,-2.5376563072143,-17.9354612890818,8.57335342901067e-08,1.66492761712894e-07,8.77772859027215,-0.148712206779911,"cg10604528"
"cg13803765",3.7832271363431,3.83997702080795,17.9348893987847,8.57551311908797e-08,1.66529728189448e-07,8.7774667490782,0.10007124141133,"cg13803765"
"cg19120580",3.03967622337927,3.05436919027646,17.9321602136231,8.58582803445249e-08,1.66700160524721e-07,8.77621706014816,-0.106216320687172,"cg19120580"
"cg22188827",-4.00746229238045,-3.89882955060311,-17.9251600577952,8.61234866829601e-08,1.67140206334822e-07,8.77301075112193,0.101929023591361,"cg22188827"
"cg08571347",3.35575047219749,3.30702739438162,17.9175214897882,8.64139280490681e-08,1.67623094180691e-07,8.76951046640201,0.141094575634051,"cg08571347"
"cg22658649",-3.71950389674229,-3.50180587271895,-17.9151510339676,8.65042830385328e-08,1.67767613746615e-07,8.7684239012107,0.145894884788852,"cg22658649"
"cg18629006",3.50005527681398,3.61060190828994,17.9101165139192,8.66965360778234e-08,1.68087465162318e-07,8.76611566607811,0.100059345523368,"cg18629006"
"cg16420089",3.85199429963031,3.78881461310553,17.9047822100835,8.69007597317603e-08,1.68427447098354e-07,8.76366921218214,-0.103624277323496,"cg16420089"
"cg00275362",2.30603263043211,2.52058665744526,17.9034320883863,8.69525345811402e-08,1.68511289023869e-07,8.76304988415153,-0.157042958841915,"cg00275362"
"cg06411619",3.4128497808336,3.54218778034531,17.9024710461106,8.69894099705163e-08,1.68571793421333e-07,8.7626090036152,-0.130981158428576,"cg06411619"
"cg08286785",2.30209731537976,2.3052633085082,17.8991767868948,8.71159444735278e-08,1.68781973434987e-07,8.7610975578271,0.125685461566582,"cg08286785"
"cg08569180",3.59555811632707,3.87995383853451,17.8864923024802,8.76050936665692e-08,1.69583837117818e-07,8.75527492570669,-0.127240966201451,"cg08569180"
"cg01450953",-3.56390134776863,-3.63179087375695,-17.8783630970746,8.79201971879646e-08,1.70113489307621e-07,8.75154095860786,0.129806873671028,"cg01450953"
"cg17853667",3.31719598018712,3.3179332475849,17.878079554383,8.79312107515904e-08,1.70129012583382e-07,8.75141068621979,-0.158908926907753,"cg17853667"
"cg07565028",3.81470617029689,4.00925912752055,17.8761336522412,8.8006836585123e-08,1.70244210995672e-07,8.75051658955757,-0.103021588785288,"cg07565028"
"cg04989085",3.69994764529894,3.96998908127832,17.8700321141896,8.82444408328429e-08,1.70626964606703e-07,8.7477123861205,-0.112112774935773,"cg04989085"
"cg24166172",-4.8356816335083,-5.02199529437645,-17.8616891874487,8.85704932987925e-08,1.71161418646309e-07,8.74387637191902,0.135365497763866,"cg24166172"
"cg17462107",3.22978551790118,3.56220600853568,17.8574494354315,8.87367057171248e-08,1.7143312108724e-07,8.7419262168113,-0.147669663156752,"cg17462107"
"cg09866283",2.90076886248111,3.04830075656128,17.8568277668328,8.87611065802102e-08,1.71472982691634e-07,8.74164022596468,-0.238837469748956,"cg09866283"
"ch.4.27623090R",-3.16400291795974,-3.24267270500166,-17.8305802795014,8.9798231495627e-08,1.73168594131861e-07,8.72955547686216,0.137103286623686,"ch.4.27623090R"
"cg14075934",2.49756272830016,2.62581963502741,17.8267320210585,8.99514276511391e-08,1.73411805854295e-07,8.72778204818697,0.103579895453118,"cg14075934"
"cg04851675",-3.83110328332038,-3.96104917838987,-17.8151919957861,9.04125864389595e-08,1.74153085847188e-07,8.7224614469685,0.114536451061566,"cg04851675"
"cg04705318",3.65201595450189,3.89920387446241,17.7914069447351,9.13714616151025e-08,1.75705796045734e-07,8.71148333588074,-0.130612770796519,"cg04705318"
"cg01239870",3.7837130957792,4.18165128660255,17.791345164208,9.13739670450463e-08,1.7570987149813e-07,8.71145479993792,-0.1196534327438,"cg01239870"
"cg15645605",-5.01188454738173,-5.09905891996026,-17.7912876176059,9.13763008428762e-08,1.7571287441919e-07,8.71142821951481,-0.139370178971383,"cg15645605"
"cg01948094",2.80518558150439,3.00825781047567,17.7895680050422,9.14460704328465e-08,1.75828464994098e-07,8.71063389776399,-0.280542907022346,"cg01948094"
"cg27611781",-3.53819381408706,-3.68601151505927,-17.7894343181223,9.14514969939788e-08,1.75838156044407e-07,8.71057214172727,-0.19473930250855,"cg27611781"
